foi,attribute,instance,parent_instance,notation,label,definition,reference,citation,isproperty,concept_definition,pub_chem,inchi_key,inchi
Layer-Horizon,descriptive,oxalateExtractableOpticalDensityProperty,,oxalateExtractableOpticalDensityProperty,Oxalate Extractable Optical Density Property,"The Oxalate Extractable Optical Density Property measures the concentration of poorly crystalline forms of iron, aluminum, and organic matter in soil, often associated with volcanic soils. It is determined using ammonium oxalate extraction. Source: Sparks, D.L. (2003). Environmental Soil Chemistry.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,,,
Layer-Horizon,descriptive,ParticleSizeFractionsSumProperty,,ParticleSizeFractionsSumProperty,PParticle Size Fractions Sum Property,"The Particle Size Fractions Sum refers to the total proportion of sand, silt, and clay particles in soil, expressed as a percentage. It ensures the sum of individual particle size fractions adds up to 100%, a check for accurate soil texture analysis. Particle size distribution impacts water retention, permeability, and soil structure. Source: Hillel, D. (2004). Introduction to Environmental Soil Physics.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,,,
Layer-Horizon,descriptive,peatDecompostionProperty,,peatDecompostionProperty,Peat Decompostion Property,"The Peat Decomposition Property evaluates the degree of decomposition in organic soils or peat. Categories include fibric (least decomposed), hemic (moderately decomposed), and sapric (highly decomposed), which influence soil fertility and drainage. Source: Soil Survey Manual (USDA, 2017).",,,True,Guidelines for Soil Description issued by the FAO: table 31,,,
Layer-Horizon,descriptive,peatDrainageProperty,,peatDrainageProperty,Peat Drainage Property,"The Peat Drainage Property assesses the water removal capacity in peat soils, essential for determining their suitability for agriculture, conservation, or other uses. Poorly drained peat often accumulates organic material due to low decomposition rates. Source: FAO (2006). Guidelines for Soil Description.",,,True,"Guidelines for Soil Description issued by the FAO: table 59,1",,,
Layer-Horizon,descriptive,peatVolumeProperty,,peatVolumeProperty,Peat Volume Property,"The Peat Volume Property quantifies the proportion of peat material in a given soil volume. It is critical for land use planning, carbon sequestration assessments, and wetland management. Source: Soil Survey Staff (2014). Keys to Soil Taxonomy.",,,True,"Guidelines for Soil Description issued by the FAO: table 59,2",,,
Layer-Horizon,descriptive,plasticityProperty,,plasticityProperty,Plasticity Property,"The Plasticity Property measures the soil's ability to deform under stress without cracking or breaking, especially when wet. It is influenced by clay content and mineralogy and is important for engineering and agricultural applications. Source: Hillel, D. (2004). Introduction to Environmental Soil Physics.",,,True,Guidelines for Soil Description issued by the FAO: table 56,,,
Layer-Horizon,descriptive,poresAbundanceProperty,,poresAbundanceProperty,Pores Abundance Property,"The Pores Abundance Property describes the quantity of soil pores, ranging from few to many. It influences water infiltration, root growth, and soil aeration. Pore abundance is crucial for assessing soil health and productivity. Source: Soil Survey Manual (USDA, 2017).",,,True,Guidelines for Soil Description issued by the FAO: table 63,,,
Layer-Horizon,descriptive,poresSizeProperty,,poresSizeProperty,Pores Size Property,"The Pores Size Property categorizes soil pores by their diameter, such as macro-pores, meso-pores, and micro-pores. This property determines water retention, air movement, and root penetration in soil. Source: Brady, N.C., & Weil, R.R. (2008). The Nature and Properties of Soils.",,,True,Guidelines for Soil Description issued by the FAO: table 62,,,
Layer-Horizon,descriptive,porosityClassProperty,,porosityClassProperty,Porosity Class Property,"The Porosity Class Property classifies soil by the proportion of pore spaces, typically expressed as a percentage. Classes include high, medium, or low porosity, influencing water and air movement in the soil. Source: Soil Science Society of America (SSSA) Glossary.",,,True,Guidelines for Soil Description issued by the FAO: table 60,,,
Layer-Horizon,descriptive,rootsAbundanceProperty,,rootsAbundanceProperty,Roots Abundance Property,"The Roots Abundance Property describes the quantity of plant roots within a soil profile, typically categorized as few, common, or many. Root abundance reflects plant-soil interactions, soil fertility, and the physical structure that supports vegetation. Source: Soil Survey Manual (USDA, 2017).",,,True,Guidelines for Soil Description issued by the FAO: table 80,,,
Layer-Horizon,descriptive,RootsPresenceProperty,,RootsPresenceProperty,RRoots Presence Property,"The Roots Presence Property identifies whether roots are visible in a soil profile or horizon. It indicates biological activity, soil health, and the suitability of the soil for plant growth. Roots are commonly observed during soil surveys and are classified by type and density. Source: Soil Survey Staff (2014). Keys to Soil Taxonomy.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,,,
Layer-Horizon,descriptive,saltContentProperty,,saltContentProperty,Salt Content Property,"The Salt Content Property measures the concentration of soluble salts in soil, critical for assessing salinity. Excess salts can hinder plant growth by affecting osmotic potential, leading to reduced water uptake by roots. Source: Brady, N.C., & Weil, R.R. (2008). The Nature and Properties of Soils.",,,True,Guidelines for Soil Description issued by the FAO: table 42,,,
Layer-Horizon,descriptive,saltProperty,,saltProperty,Salt Property,"The Salt Property encompasses all forms of salts present in soil, including sodium chloride, calcium sulfate, and magnesium sulfate. It influences soil chemistry, structure, and plant tolerance to salinity. Source: FAO (2006). Guidelines for Soil Description.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,,,
Layer-Horizon,descriptive,sandyTextureProperty,,sandyTextureProperty,Sandy Texture Property,"The Sandy Texture Property refers to soil dominated by sand particles (0.05–2.0 mm in diameter). Sandy soils are well-drained, low in nutrients, and prone to drought due to poor water retention. Source: Soil Science Society of America (SSSA) Glossary.",,,True,"Guidelines for Soil Description issued by the FAO: figure 4,3",,,
Layer-Horizon,descriptive,solubleAnionsTotalProperty,,solubleAnionsTotalProperty,Soluble Anions Total Property,"The Soluble Anions Total Property measures the concentration of anions (e.g., chloride, sulfate, nitrate) in soil solution. High levels may indicate salinity, nutrient availability, or contamination. Source: Sparks, D.L. (2003). Environmental Soil Chemistry.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,,,
Layer-Horizon,descriptive,solubleCationsTotalProperty,,solubleCationsTotalProperty,Soluble Cations Total Property,"The Soluble Cations Total Property evaluates the sum of cations (e.g., sodium, potassium, calcium, magnesium) in soil solution. It is an indicator of soil salinity, fertility, and chemical balance. Source: Brady, N.C., & Weil, R.R. (2008). The Nature and Properties of Soils.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,,,
Layer-Horizon,descriptive,stickinessProperty,,stickinessProperty,Stickiness Property,"The Stickiness Property measures the soil’s tendency to adhere to Layer-Horizons or objects when wet. It is influenced by clay content and organic matter and affects soil workability and machinery use. Source: Hillel, D. (2004). Introduction to Environmental Soil Physics.",,,True,Guidelines for Soil Description issued by the FAO: table 55,,,
Layer-Horizon,descriptive,structureGradeProperty,,structureGradeProperty,Structure Grade Property,"The Structure Grade Property assesses the development and stability of soil aggregates, classified as weak, moderate, or strong. It reflects soil tilth, aeration, and resistance to erosion. Source: Soil Survey Staff (2014). Keys to Soil Taxonomy.",,,True,Guidelines for Soil Description issued by the FAO: table 47,,,
Layer-Horizon,descriptive,structureSizeProperty,,structureSizeProperty,Structure Size Property,"The Structure Size Property describes the dimensions of soil aggregates or structural units, such as granular, blocky, or platy. Structure size affects root penetration, water infiltration, and soil stability. Source: FAO (2006). Guidelines for Soil Description.",,,True,Guidelines for Soil Description issued by the FAO: table 50,,,
Layer-Horizon,descriptive,textureLabClassProperty,,textureLabClassProperty,Texture Lab Class Property,"The Texture Lab Class Property defines soil texture using laboratory-determined particle size distributions. This property provides a precise classification of soil as sand, silt, or clay using standard methods. Source: Brady, N.C., & Weil, R.R. (2008). The Nature and Properties of Soils.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,,,
Layer-Horizon,descriptive,VoidsClassificationProperty,,VoidsClassificationProperty,VVoids Classification Property,"The Voids Classification Property categorizes voids or pores in the soil based on size, shape, and arrangement. These voids are critical for water movement, air circulation, and root penetration. They are classified into macropores (large), mesopores (medium), and micropores (small). Source: Hillel, D. (2004). Introduction to Environmental Soil Physics.",,,True,Guidelines for Soil Description issued by the FAO: table 61,,,
Layer-Horizon,descriptive,voidsDiameterProperty,,voidsDiameterProperty,Voids Diameter Property,"The Voids Diameter Property refers to the size of void spaces in soil, which can range from macro-voids (larger pores) to micro-voids (tiny pores). Voids diameter impacts soil aeration, water retention, and drainage. Source: Soil Science Society of America (SSSA) Glossary.",,,True,Guidelines for Soil Description issued by the FAO: table 62,,,
Layer-Horizon,descriptive,wetPlasticityProperty,,wetPlasticityProperty,Wet Plasticity Property,"The Wet Plasticity Property measures the soil’s ability to deform under pressure when saturated. Wet plasticity is influenced by clay mineralogy and is important for understanding soil behavior under wet conditions. Source: Hillel, D. (2004). Introduction to Environmental Soil Physics.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,,,
Layer-Horizon,descriptive,moistureContentProperty,,moistureContentProperty,Moisture Content Property,"The Moisture Content Property measures the amount of water present in soil, expressed as a percentage of its dry weight. This property is critical for assessing soil water retention, irrigation needs, and plant-available water. Source: Hillel, D. (2004). Introduction to Environmental Soil Physics.",,,True,Africa Soil Profiles Database Version 1.2. ISRIC Report 2014/01,,,
Layer-Horizon,textSilt,mSi_ISO,Si_ISO,mSi_ISO,Medium silt (0.0063 - 0.02 mm),Content of mineral particles with sizes between 6.3-20 µm in soil,https://www.iso.org/standard/66345.html,,True,"ISO 14688-1:2017 Geotechnical investigation and testing — Identification and classification of soil ;S.J. Blott and K. Pye, Particle size scales and classification of sediment types based on particle size distributions: Review and recommended procedures, Sedimentology, 59 (7) (2012), pp. 2071-2096.  ",,,
Layer-Horizon,textSilt,fSi_ISO,Si_ISO,fSi_ISO,Fine silt (0.002 - 0.0063 mm),Content of mineral particles with sizes between 2-6.3 µm in soil,https://www.iso.org/standard/66345.html,,True,"ISO 14688-1:2017 Geotechnical investigation and testing — Identification and classification of soil ;S.J. Blott and K. Pye, Particle size scales and classification of sediment types based on particle size distributions: Review and recommended procedures, Sedimentology, 59 (7) (2012), pp. 2071-2096.  ",,,
Layer-Horizon,textSilt,cSi_ISO,Si_ISO,cSi_ISO,Coarse silt (0.02 - 0.063 mm),Content of mineral particles with sizes between 20-63 µm in soil,https://www.iso.org/standard/66345.html,,True,"ISO 14688-1:2017 Geotechnical investigation and testing — Identification and classification of soil ;S.J. Blott and K. Pye, Particle size scales and classification of sediment types based on particle size distributions: Review and recommended procedures, Sedimentology, 59 (7) (2012), pp. 2071-2096.  ",,,
Layer-Horizon,textSilt,Si_ISSS,,Si_ISSS,Silt (0.002 - 0.02 mm),Content of mineral particles with sizes between 2-20 µm in soil,https://doi.org/10.1016/j.geoderma.2022.115783,,True,"ISO 14688-1:2017 Geotechnical investigation and testing — Identification and classification of soil ;S.J. Blott and K. Pye, Particle size scales and classification of sediment types based on particle size distributions: Review and recommended procedures, Sedimentology, 59 (7) (2012), pp. 2071-2096.  ",,,
Layer-Horizon,textSilt,Si_USDA,,Si_USDA,Silt (0.002 - 0.05 mm),Content of mineral particles with sizes between 2-50 µm in soil,https://doi.org/10.1111/j.1365-3091.2012.01335.x,,True,"ISO 14688-1:2017 Geotechnical investigation and testing — Identification and classification of soil ;S.J. Blott and K. Pye, Particle size scales and classification of sediment types based on particle size distributions: Review and recommended procedures, Sedimentology, 59 (7) (2012), pp. 2071-2096.  ",,,
Layer-Horizon,textSilt,Si_ISO,,Si_ISO,Silt (0.002 - 0.063 mm),Content of mineral particles with sizes between 2-63 µm in soil,https://www.iso.org/standard/66345.html,,True,"ISO 14688-1:2017 Geotechnical investigation and testing — Identification and classification of soil ;S.J. Blott and K. Pye, Particle size scales and classification of sediment types based on particle size distributions: Review and recommended procedures, Sedimentology, 59 (7) (2012), pp. 2071-2096.  ",,,
Layer-Horizon,textSilt,cSi_USDA,Si_USDA,cSi_USDA,Coarse silt (0.02 - 0.05 mm),Content of mineral particles with sizes between 20-50 µm in soil,https://doi.org/10.1111/j.1365-3091.2012.01335.x,,True,"ISO 14688-1:2017 Geotechnical investigation and testing — Identification and classification of soil ;S.J. Blott and K. Pye, Particle size scales and classification of sediment types based on particle size distributions: Review and recommended procedures, Sedimentology, 59 (7) (2012), pp. 2071-2096.  ",,,
Layer-Horizon,textSilt,fSi_USDA,Si_USDA,fSi_USDA,Fine silt (0.002 - 0.02 mm),Content of mineral particles with sizes between 2-20 µm in soil,https://doi.org/10.1111/j.1365-3091.2012.01335.x,,True,"ISO 14688-1:2017 Geotechnical investigation and testing — Identification and classification of soil ;S.J. Blott and K. Pye, Particle size scales and classification of sediment types based on particle size distributions: Review and recommended procedures, Sedimentology, 59 (7) (2012), pp. 2071-2096.  ",,,
Layer-Horizon,sand,SWD3,,SWD3,Sand Water Dispersible 0.3,"Sand water dispersible at 0.3 refers to the portion of sand particles in the soil that can be dispersed into water under a specific condition, where the dispersion occurs at a 0.3 pressure. This measurement indicates how easily the sand fraction of the soil can break apart and be suspended in water. Dispersible sand is important in evaluating soil structure and its susceptibility to erosion and runoff. Source: Soil Science Society of America.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,,,
Layer-Horizon,sand,SWDT,,SWDT,Sand Water Dispersible Total,"Sand water dispersible total refers to the sum of all sand particles that can be dispersed into water across a range of pressures, usually reflecting the total amount of dispersible sand in the soil. This value is important in understanding the overall erodibility of a soil, as high dispersibility is linked to increased susceptibility to erosion and degradation. Source: Soil Science Society of America.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,,,
Layer-Horizon,sand,SWD2,,SWD2,Sand Water Dispersible 0.2,"Sand water dispersible at 0.2 measures the sand fraction that can be dispersed at a 0.2 pressure. This parameter is crucial for evaluating the soil’s risk for erosion, particularly for sandy soils where the potential for particle dispersion can lead to structural degradation. Source: Soil Science Society of America.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,,,
Layer-Horizon,sand,SWD4,,SWD4,Sand Water Dispersible 0.4,"Sand water dispersible at 0.4 measures the fraction of sand particles that can be dispersed at a 0.4 pressure. This is useful for understanding how sand interacts with water under varying levels of stress, providing insight into soil stability, especially in sandy soils where dispersion might influence the soil structure and erosion potential. Source: Soil Science Society of America.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,,,
Layer-Horizon,sand,SWD1,,SWD1,Sand Water Dispersible 0.1,"Sand water dispersible at 0.1 indicates the sand fraction of soil that can be dispersed into water under a pressure of 0.1. This measure helps assess the ease with which sand particles can separate from aggregates and become suspended in water, impacting soil erosion potential and water retention characteristics. Source: Soil Science Society of America.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,,,
Layer-Horizon,sand,SWD5,,SWD5,Sand Water Dispersible 0.5,"Sand water dispersible at 0.5 refers to the amount of sand particles that can be dispersed into water when subjected to a pressure of 0.5. This measure is used to assess the potential for soil degradation, particularly in sandy soils where dispersion may lead to erosion or changes in soil structure. Source: Soil Science Society of America.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,,,
Layer-Horizon,waterRetention,WRG100,,WRG100,Water Retention Gravimetric 100 kPa,"Gravimetric water retention at 100 kPa measures the water retained by the soil at this specific pressure, using the gravimetric method. It indicates the moisture available to plants between field capacity and the wilting point, providing a useful measurement for soil water management. Source: Soil Science Society of America.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,,,
Layer-Horizon,waterRetention,WRG33,,WRG33,Water Retention Gravimetric 33 kPa,"Gravimetric water retention at 33 kPa measures the amount of water retained by the soil at this specific pressure, determined by the mass of water held in the soil when subjected to the 33 kPa suction. It reflects the soil’s capacity to hold water available to plants under conditions of moderate water stress. Source: Soil Science Society of America.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,,,
Layer-Horizon,waterRetention,WRG1500,,WRG1500,Water Retention Gravimetric 1500 kPa,"Gravimetric water retention at 1500 kPa refers to the mass of water retained by the soil at this pressure, as measured by the gravimetric method (weighing the soil before and after drying). This pressure represents the point at which water is tightly held by the soil and is no longer easily accessible to plants, closely corresponding to the permanent wilting point. Source: Soil Science Society of America.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,,,
Layer-Horizon,waterRetention,WRV10,,WRV10,Water Retention Volumetric 10 kPa,"Water retention at 10 kPa measures the volumetric water content of the soil at this pressure, which is typically considered within the zone of plant-available water. At 10 kPa, the soil retains water that can be easily accessed by plants for growth and physiological processes. Source: Soil Science Society of America.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,,,
Layer-Horizon,waterRetention,WRV1500,,WRV1500,Water Retention Volumetric 1500 kPa,"Water retention at 1500 kPa (or field capacity) measures the amount of water that a soil can hold at this specific suction pressure. This is a critical indicator of the soil's ability to retain water against gravity after it has drained. At 1500 kPa, the soil's moisture content represents the point at which most of the water available for plant use has been drained, and it is typically considered the permanent wilting point. Source: Soil Science Society of America.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,,,
Layer-Horizon,waterRetention,WRV33,,WRV33,Water Retention Volumetric 33 kPa,"Water retention at 33 kPa represents the volumetric water content in soil at a pressure of 33 kPa, which is often associated with the field capacity of the soil. At this pressure, water is held in the soil that is available for most plant species, providing a balance between water retention and drainage. Source: Soil Science Society of America.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,,,
Layer-Horizon,waterRetention,WRV,,WRV,Water Retention Volumetric,"Volumetric water retention refers to the amount of water retained in the soil, expressed as a volume per unit volume of soil. This measure is crucial for understanding the soil's ability to retain and supply water to plants, and it is often assessed at different matric potentials, such as 33 kPa or 1500 kPa, depending on the context. Source: Soil Science Society of America.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,,,
Layer-Horizon,waterRetention,WRG6,,WRG6,Water Retention Gravimetric 6 kPa,"Gravimetric water retention at 6 kPa measures the soil's water content at a low suction pressure, typically indicative of the moisture available to plants under less favorable conditions. The gravimetric method involves weighing the soil before and after drying to assess the retained water. Source: Soil Science Society of America.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,,,
Layer-Horizon,waterRetention,WRV200,,WRV200,Water Retention Volumetric 200 kPa,"Water retention at 200 kPa refers to the volumetric water content retained by the soil at a 200 kPa pressure. This measurement typically lies between the field capacity and wilting point, giving an indication of the soil’s ability to hold water that plants can access under moderate stress conditions. Source: Soil Science Society of America.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,,,
Layer-Horizon,waterRetention,WRG10,,WRG10,Water Retention Gravimetric 10 kPa,"Gravimetric water retention at 10 kPa measures the water held in the soil at 10 kPa pressure, commonly representing the moisture content that is available to plants under normal growing conditions. This measurement is crucial for assessing the soil’s capacity to retain and supply water to plants. Source: Soil Science Society of America.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,,,
Layer-Horizon,waterRetention,WRG,,WRG,Water Retention Gravimetric,"Gravimetric water retention refers to the amount of water held by the soil measured by weight, often expressed in terms of mass per unit mass of soil. It is a fundamental method for assessing soil moisture content and can be determined at various suction pressures like 33 kPa or 1500 kPa. Source: Soil Science Society of America.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,,,
Layer-Horizon,waterRetention,WRV6,,WRV6,Water Retention Volumetric 6 kPa,"Volumetric water retention at 6 kPa measures the soil’s ability to hold water at a low pressure, typically indicating the moisture content available to plants under conditions of mild water stress. It is important for understanding the soil's water-holding capacity and potential for plant growth. Source: Soil Science Society of America.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,,,
Layer-Horizon,waterRetention,WRG500,,WRG500,Water Retention Gravimetric 500 kPa,"Gravimetric water retention at 500 kPa indicates the amount of water retained in the soil at this pressure. This is closer to the permanent wilting point, with the gravimetric method determining the mass of water held in the soil at this specific tension. Source: Soil Science Society of America.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,,,
Layer-Horizon,waterRetention,WRG200,,WRG200,Water Retention Gravimetric 200 kPa,"Gravimetric water retention at 200 kPa is the mass of water retained by the soil at this specific suction pressure. It provides insight into the soil’s ability to retain water that is not easily lost by evaporation, offering a more accurate measurement of water held at pressures significant for plant growth. Source: Soil Science Society of America.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,,,
Layer-Horizon,waterRetention,WRV100,,WRV100,Water Retention Volumetric 100 kPa,"Water retention at 100 kPa measures the volumetric water content in the soil at this pressure. This value is often used to assess the availability of water for plant uptake under normal conditions, as it lies between field capacity and the wilting point for many soils. Source: Soil Science Society of America.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,,,
Layer-Horizon,waterRetention,WRV500,,WRV500,Water Retention Volumetric 500 kPa,"Water retention at 500 kPa measures the volumetric water content of the soil at a pressure of 500 kPa, which lies between field capacity and permanent wilting point. This pressure is commonly used in assessing soil water retention characteristics for plants that are not able to access water at extremely low pressures. The volumetric water content at 500 kPa indicates the soil's capacity to hold water that is readily available for plant uptake. Source: Soil Science Society of America.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,,,
Layer-Horizon,clay,CC,,CC,Clay Carbonate,"Clay carbonate refers to clay particles that are associated with or contain carbonate minerals, particularly calcium carbonate (CaCO₃). These carbonates are typically present in soils with higher pH (alkaline soils), and they play a significant role in buffering soil acidity. Clay-carbonate soils are found in regions with semi-arid and arid climates, where evaporation exceeds precipitation. These soils can have distinct properties, including a lower cation exchange capacity compared to non-carbonate soils and an ability to neutralize soil acidity, influencing both soil fertility and plant growth. Source: Brady & Weil (2017), The Nature and Properties of Soils.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,,,
Layer-Horizon,clay,CNC,,CNC,Clay Non-Carbonate,"Clay non-carbonate refers to the fraction of clay particles in soil that do not contain carbonates. Clay particles are very fine mineral components that contribute to the soil's texture and are typically smaller than 0.002 mm in diameter. The term non-carbonate implies that these clay particles are not associated with carbonate minerals, such as calcium carbonate (lime), which are commonly found in soils in arid or semi-arid regions. Non-carbonate clay soils are often more acidic, with higher cation exchange capacity, and may require different management practices, especially for nutrient availability and soil pH control. Source: Brady & Weil (2017), The Nature and Properties of Soils.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,,,
Layer-Horizon,clay,CWT,,CWT,Clay Water Dispersible,"Clay water dispersible refers to the portion of clay particles in soil that can be dispersed into water, forming a suspension when the soil is wetted. This characteristic is significant in assessing soil stability, particularly in the presence of water. Water-dispersible clays can lead to erosion problems, as the particles are more easily detached and transported by water. This term is important in understanding soil erodibility, especially in soils with high clay content that are prone to degradation when subjected to rainfall or irrigation. The dispersibility of clay affects both the physical structure and water-holding capacity of the soil. Source: Soil Science Society of America.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,,,
Layer-Horizon,textSand,fSa_ISSS,Sa_ISSS,fSa_ISSS,Fine sand (0.125 - 0.2 mm),Content of mineral particles with sizes between 0.02-0.2 mm in soil,https://doi.org/10.1016/j.geoderma.2022.115783,,True,"ISO 14688-1:2017 Geotechnical investigation and testing — Identification and classification of soil ;S.J. Blott and K. Pye, Particle size scales and classification of sediment types based on particle size distributions: Review and recommended procedures, Sedimentology, 59 (7) (2012), pp. 2071-2096.  ;International Society of Soil Science (ISSS), 1929. The minutes of the First Commission meetings, International Congress of Soil Science, Washington 1927. Proc. Int. Soc. Soil Sci. 4 (3), pp. 215–222.",,,
Layer-Horizon,textSand,mSa_ISSS,Sa_ISSS,mSa_ISSS,Medium sand (0.2 - 0.63 mm),Content of mineral particles with sizes between 0.2-0.63 mm in soil,https://doi.org/10.1016/j.geoderma.2022.115783,,True,"ISO 14688-1:2017 Geotechnical investigation and testing — Identification and classification of soil ;S.J. Blott and K. Pye, Particle size scales and classification of sediment types based on particle size distributions: Review and recommended procedures, Sedimentology, 59 (7) (2012), pp. 2071-2096.  ;International Society of Soil Science (ISSS), 1929. The minutes of the First Commission meetings, International Congress of Soil Science, Washington 1927. Proc. Int. Soc. Soil Sci. 4 (3), pp. 215–222.",,,
Layer-Horizon,textSand,cSa_USDA,Sa_USDA,cSa_USDA,Coarse sand (0.5 - 1 mm),Content of mineral particles with sizes between 0.5-1 mm in soil,https://doi.org/10.1111/j.1365-3091.2012.01335.x,,True,"ISO 14688-1:2017 Geotechnical investigation and testing — Identification and classification of soil ;S.J. Blott and K. Pye, Particle size scales and classification of sediment types based on particle size distributions: Review and recommended procedures, Sedimentology, 59 (7) (2012), pp. 2071-2096.  ;International Society of Soil Science (ISSS), 1929. The minutes of the First Commission meetings, International Congress of Soil Science, Washington 1927. Proc. Int. Soc. Soil Sci. 4 (3), pp. 215–222.",,,
Layer-Horizon,textSand,vfSa_ISSS,Sa_ISSS,vfSa_ISSS,Very fine sand (0.063 - 0.125 mm),Content of mineral particles with sizes between 0.063-0.125 mm in soil,https://doi.org/10.1016/j.geoderma.2022.115783,,True,"ISO 14688-1:2017 Geotechnical investigation and testing — Identification and classification of soil ;S.J. Blott and K. Pye, Particle size scales and classification of sediment types based on particle size distributions: Review and recommended procedures, Sedimentology, 59 (7) (2012), pp. 2071-2096.  ;International Society of Soil Science (ISSS), 1929. The minutes of the First Commission meetings, International Congress of Soil Science, Washington 1927. Proc. Int. Soc. Soil Sci. 4 (3), pp. 215–222.",,,
Layer-Horizon,textSand,vcSa_ISSS,Sa_ISSS,vcSa_ISSS,Very coarse sand (1.25 - 2 mm),Content of mineral particles with sizes between 1.25-2 mm in soil,https://doi.org/10.1016/j.geoderma.2022.115783,,True,"ISO 14688-1:2017 Geotechnical investigation and testing — Identification and classification of soil ;S.J. Blott and K. Pye, Particle size scales and classification of sediment types based on particle size distributions: Review and recommended procedures, Sedimentology, 59 (7) (2012), pp. 2071-2096.  ;International Society of Soil Science (ISSS), 1929. The minutes of the First Commission meetings, International Congress of Soil Science, Washington 1927. Proc. Int. Soc. Soil Sci. 4 (3), pp. 215–222.",,,
Layer-Horizon,textSand,cSa_ISO,Sa_ISO,cSa_ISO,Coarse sand (0.63 - 2 mm),Content of mineral particles with sizes between 0.63-2 mm in soil,https://www.iso.org/standard/66345.html,,True,"ISO 14688-1:2017 Geotechnical investigation and testing — Identification and classification of soil ;S.J. Blott and K. Pye, Particle size scales and classification of sediment types based on particle size distributions: Review and recommended procedures, Sedimentology, 59 (7) (2012), pp. 2071-2096.  ;International Society of Soil Science (ISSS), 1929. The minutes of the First Commission meetings, International Congress of Soil Science, Washington 1927. Proc. Int. Soc. Soil Sci. 4 (3), pp. 215–222.",,,
