foi,attribute,instance,parent_instance,notation,label,definition,reference,citation,isproperty,concept_definition
Layer-Horizon,descriptive,peatDecompostionProperty,,peatDecompostionProperty,Peat Decompostion Property,"The Peat Decomposition Property evaluates the degree of decomposition in organic soils or peat. Categories include fibric (least decomposed), hemic (moderately decomposed), and sapric (highly decomposed), which influence soil fertility and drainage. Source: Soil Survey Manual (USDA, 2017).",,,True,Guidelines for Soil Description issued by the FAO: table 31
Layer-Horizon,descriptive,peatDrainageProperty,,peatDrainageProperty,Peat Drainage Property,"The Peat Drainage Property assesses the water removal capacity in peat soils, essential for determining their suitability for agriculture, conservation, or other uses. Poorly drained peat often accumulates organic material due to low decomposition rates. Source: FAO (2006). Guidelines for Soil Description.",,,True,"Guidelines for Soil Description issued by the FAO: table 59,1"
Layer-Horizon,descriptive,peatVolumeProperty,,peatVolumeProperty,Peat Volume Property,"The Peat Volume Property quantifies the proportion of peat material in a given soil volume. It is critical for land use planning, carbon sequestration assessments, and wetland management. Source: Soil Survey Staff (2014). Keys to Soil Taxonomy.",,,True,"Guidelines for Soil Description issued by the FAO: table 59,2"
Layer-Horizon,descriptive,plasticityProperty,,plasticityProperty,Plasticity Property,"The Plasticity Property measures the soil's ability to deform under stress without cracking or breaking, especially when wet. It is influenced by clay content and mineralogy and is important for engineering and agricultural applications. Source: Hillel, D. (2004). Introduction to Environmental Soil Physics.",,,True,Guidelines for Soil Description issued by the FAO: table 56
Layer-Horizon,descriptive,poresAbundanceProperty,,poresAbundanceProperty,Pores Abundance Property,"The Pores Abundance Property describes the quantity of soil pores, ranging from few to many. It influences water infiltration, root growth, and soil aeration. Pore abundance is crucial for assessing soil health and productivity. Source: Soil Survey Manual (USDA, 2017).",,,True,Guidelines for Soil Description issued by the FAO: table 63
Layer-Horizon,descriptive,poresSizeProperty,,poresSizeProperty,Pores Size Property,"The Pores Size Property categorizes soil pores by their diameter, such as macro-pores, meso-pores, and micro-pores. This property determines water retention, air movement, and root penetration in soil. Source: Brady, N.C., & Weil, R.R. (2008). The Nature and Properties of Soils.",,,True,Guidelines for Soil Description issued by the FAO: table 62
Layer-Horizon,descriptive,porosityClassProperty,,porosityClassProperty,Porosity Class Property,"The Porosity Class Property classifies soil by the proportion of pore spaces, typically expressed as a percentage. Classes include high, medium, or low porosity, influencing water and air movement in the soil. Source: Soil Science Society of America (SSSA) Glossary.",,,True,Guidelines for Soil Description issued by the FAO: table 60
Layer-Horizon,descriptive,rootsAbundanceProperty,,rootsAbundanceProperty,Roots Abundance Property,"The Roots Abundance Property describes the quantity of plant roots within a soil profile, typically categorized as few, common, or many. Root abundance reflects plant-soil interactions, soil fertility, and the physical structure that supports vegetation. Source: Soil Survey Manual (USDA, 2017).",,,True,Guidelines for Soil Description issued by the FAO: table 80
Layer-Horizon,descriptive,RootsPresenceProperty,,RootsPresenceProperty,RRoots Presence Property,"The Roots Presence Property identifies whether roots are visible in a soil profile or horizon. It indicates biological activity, soil health, and the suitability of the soil for plant growth. Roots are commonly observed during soil surveys and are classified by type and density. Source: Soil Survey Staff (2014). Keys to Soil Taxonomy.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3
Layer-Horizon,descriptive,saltContentProperty,,saltContentProperty,Salt Content Property,"The Salt Content Property measures the concentration of soluble salts in soil, critical for assessing salinity. Excess salts can hinder plant growth by affecting osmotic potential, leading to reduced water uptake by roots. Source: Brady, N.C., & Weil, R.R. (2008). The Nature and Properties of Soils.",,,True,Guidelines for Soil Description issued by the FAO: table 42
Layer-Horizon,descriptive,saltProperty,,saltProperty,Salt Property,"The Salt Property encompasses all forms of salts present in soil, including sodium chloride, calcium sulfate, and magnesium sulfate. It influences soil chemistry, structure, and plant tolerance to salinity. Source: FAO (2006). Guidelines for Soil Description.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3
Layer-Horizon,descriptive,sandyTextureProperty,,sandyTextureProperty,Sandy Texture Property,"The Sandy Texture Property refers to soil dominated by sand particles (0.05–2.0 mm in diameter). Sandy soils are well-drained, low in nutrients, and prone to drought due to poor water retention. Source: Soil Science Society of America (SSSA) Glossary.",,,True,"Guidelines for Soil Description issued by the FAO: figure 4,3"
Layer-Horizon,descriptive,solubleAnionsTotalProperty,,solubleAnionsTotalProperty,Soluble Anions Total Property,"The Soluble Anions Total Property measures the concentration of anions (e.g., chloride, sulfate, nitrate) in soil solution. High levels may indicate salinity, nutrient availability, or contamination. Source: Sparks, D.L. (2003). Environmental Soil Chemistry.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3
Layer-Horizon,descriptive,solubleCationsTotalProperty,,solubleCationsTotalProperty,Soluble Cations Total Property,"The Soluble Cations Total Property evaluates the sum of cations (e.g., sodium, potassium, calcium, magnesium) in soil solution. It is an indicator of soil salinity, fertility, and chemical balance. Source: Brady, N.C., & Weil, R.R. (2008). The Nature and Properties of Soils.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3
Layer-Horizon,descriptive,stickinessProperty,,stickinessProperty,Stickiness Property,"The Stickiness Property measures the soil’s tendency to adhere to Layer-Horizons or objects when wet. It is influenced by clay content and organic matter and affects soil workability and machinery use. Source: Hillel, D. (2004). Introduction to Environmental Soil Physics.",,,True,Guidelines for Soil Description issued by the FAO: table 55
Layer-Horizon,descriptive,structureGradeProperty,,structureGradeProperty,Structure Grade Property,"The Structure Grade Property assesses the development and stability of soil aggregates, classified as weak, moderate, or strong. It reflects soil tilth, aeration, and resistance to erosion. Source: Soil Survey Staff (2014). Keys to Soil Taxonomy.",,,True,Guidelines for Soil Description issued by the FAO: table 47
Layer-Horizon,descriptive,structureSizeProperty,,structureSizeProperty,Structure Size Property,"The Structure Size Property describes the dimensions of soil aggregates or structural units, such as granular, blocky, or platy. Structure size affects root penetration, water infiltration, and soil stability. Source: FAO (2006). Guidelines for Soil Description.",,,True,Guidelines for Soil Description issued by the FAO: table 50
Layer-Horizon,descriptive,textureLabClassProperty,,textureLabClassProperty,Texture Lab Class Property,"The Texture Lab Class Property defines soil texture using laboratory-determined particle size distributions. This property provides a precise classification of soil as sand, silt, or clay using standard methods. Source: Brady, N.C., & Weil, R.R. (2008). The Nature and Properties of Soils.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3
Layer-Horizon,descriptive,VoidsClassificationProperty,,VoidsClassificationProperty,VVoids Classification Property,"The Voids Classification Property categorizes voids or pores in the soil based on size, shape, and arrangement. These voids are critical for water movement, air circulation, and root penetration. They are classified into macropores (large), mesopores (medium), and micropores (small). Source: Hillel, D. (2004). Introduction to Environmental Soil Physics.",,,True,Guidelines for Soil Description issued by the FAO: table 61
Layer-Horizon,descriptive,voidsDiameterProperty,,voidsDiameterProperty,Voids Diameter Property,"The Voids Diameter Property refers to the size of void spaces in soil, which can range from macro-voids (larger pores) to micro-voids (tiny pores). Voids diameter impacts soil aeration, water retention, and drainage. Source: Soil Science Society of America (SSSA) Glossary.",,,True,Guidelines for Soil Description issued by the FAO: table 62
Layer-Horizon,descriptive,wetPlasticityProperty,,wetPlasticityProperty,Wet Plasticity Property,"The Wet Plasticity Property measures the soil’s ability to deform under pressure when saturated. Wet plasticity is influenced by clay mineralogy and is important for understanding soil behavior under wet conditions. Source: Hillel, D. (2004). Introduction to Environmental Soil Physics.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3
Layer-Horizon,descriptive,moistureContentProperty,,moistureContentProperty,Moisture Content Property,"The Moisture Content Property measures the amount of water present in soil, expressed as a percentage of its dry weight. This property is critical for assessing soil water retention, irrigation needs, and plant-available water. Source: Hillel, D. (2004). Introduction to Environmental Soil Physics.",,,True,Africa Soil Profiles Database Version 1.2. ISRIC Report 2014/01
